Date,Ticker,Shares,Buy_Price,Status,Buy_Date,Holding_Days,Sell_Date,Sell_Price,Invested_Amount,Net_Profit,Current_Valuation,ROI
2026-07-08,JBS,641.0,15.6,持有,2026-04-24,75,-,-,9997.72,-2421.1,7576.62,-24.22%
2026-07-08,RL,27.0,360.06,持有,2026-05-04,65,-,-,9721.63,548.09,10269.72,5.64%
2026-07-08,AGI,257.0,38.84,持有,2026-06-03,35,-,-,9982.32,-2470.21,7512.11,-24.75%
2026-07-08,ALV,82.0,121.3,持有,2026-06-17,21,-,-,9946.7,-332.2,9614.5,-3.34%
2026-07-08,DECK,92.0,108.11,持有,2026-06-18,20,-,-,9945.94,-541.7,9404.24,-5.45%
2026-07-08,LOGI,93.0,106.46,持有,2026-06-19,19,-,-,9900.44,-799.46,9100.98,-8.07%
2026-07-08,NTAP,64.0,154.25,持有,2026-06-23,15,-,-,9871.75,681.8,10553.55,6.91%
2026-07-09,WU,1168.0,8.56,持有,2026-03-31,100,-,-,9999.84,-866.08,9133.76,-8.66%
2026-07-09,BCE,397.0,25.17,持有,2026-03-31,100,-,-,9992.86,-1528.82,8464.04,-15.30%
2026-07-09,MPLX,180.0,55.49,持有,2026-04-01,99,-,-,9988.86,305.34,10294.2,3.06%
2026-07-09,APA,273.0,36.51,持有,2026-04-15,85,-,-,9967.87,-879.7,9088.17,-8.83%
2026-07-09,JBS,641.0,15.6,持有,2026-04-24,76,-,-,9997.72,-2478.79,7518.93,-24.79%
2026-07-09,RL,27.0,360.06,持有,2026-05-04,66,-,-,9721.63,743.03,10464.66,7.64%
2026-07-09,AGI,257.0,38.84,持有,2026-06-03,36,-,-,9982.32,-2303.16,7679.16,-23.07%
2026-07-09,ALV,82.0,121.3,持有,2026-06-17,22,-,-,9946.7,-192.8,9753.9,-1.94%
2026-07-09,DECK,92.0,108.11,持有,2026-06-18,21,-,-,9945.94,-354.02,9591.92,-3.56%
2026-07-09,LOGI,93.0,106.46,持有,2026-06-19,20,-,-,9900.44,-445.13,9455.31,-4.50%
2026-07-09,NTAP,64.0,154.25,持有,2026-06-23,16,-,-,9871.75,1085.69,10957.44,11.00%
2026-07-10,WU,1168.0,8.56,持有,2026-03-31,101,-,-,9999.84,-842.72,9157.12,-8.43%
2026-07-10,BCE,397.0,25.17,持有,2026-03-31,101,-,-,9992.86,-1505.0,8487.86,-15.06%
2026-07-10,MPLX,180.0,55.49,持有,2026-04-01,100,-,-,9988.86,262.14,10251.0,2.62%
2026-07-10,APA,273.0,36.51,持有,2026-04-15,86,-,-,9967.87,-838.75,9129.12,-8.41%
2026-07-10,JBS,641.0,15.6,持有,2026-04-24,77,-,-,9997.72,-2363.41,7634.31,-23.64%
2026-07-10,RL,27.0,360.06,持有,2026-05-04,67,-,-,9721.63,940.67,10662.3,9.68%
2026-07-10,AGI,257.0,38.84,持有,2026-06-03,37,-,-,9982.32,-2411.1,7571.22,-24.15%
2026-07-10,ALV,82.0,121.3,持有,2026-06-17,23,-,-,9946.7,-85.38,9861.32,-0.86%
2026-07-10,DECK,92.0,108.11,持有,2026-06-18,22,-,-,9945.94,-194.86,9751.08,-1.96%
2026-07-10,LOGI,93.0,106.46,持有,2026-06-19,21,-,-,9900.44,-419.09,9481.35,-4.23%
2026-07-10,NTAP,64.0,154.25,持有,2026-06-23,17,-,-,9871.75,935.93,10807.68,9.48%
2026-07-13,WU,1168.0,8.56,持有,2026-03-31,104,-,-,9999.84,-807.68,9192.16,-8.08%
2026-07-13,BCE,397.0,25.17,持有,2026-03-31,104,-,-,9992.86,-1477.21,8515.65,-14.78%
2026-07-13,MPLX,180.0,55.49,持有,2026-04-01,103,-,-,9988.86,308.94,10297.8,3.09%
2026-07-13,APA,273.0,36.51,持有,2026-04-15,89,-,-,9967.87,-502.96,9464.91,-5.05%
2026-07-13,JBS,641.0,15.6,持有,2026-04-24,80,-,-,9997.72,-2433.92,7563.8,-24.34%
2026-07-13,RL,27.0,360.06,持有,2026-05-04,70,-,-,9721.63,389.6,10111.23,4.01%
2026-07-13,AGI,257.0,38.84,持有,2026-06-03,40,-,-,9982.32,-2565.3,7417.02,-25.70%
2026-07-13,ALV,82.0,121.3,持有,2026-06-17,26,-,-,9946.7,47.46,9994.16,0.48%
2026-07-13,DECK,92.0,108.11,持有,2026-06-18,25,-,-,9945.94,-28.34,9917.6,-0.28%
2026-07-13,LOGI,93.0,106.46,持有,2026-06-19,24,-,-,9900.44,-393.98,9506.46,-3.98%
2026-07-13,NTAP,64.0,154.25,持有,2026-06-23,20,-,-,9871.75,619.77,10491.52,6.28%
2026-07-14,WU,1168.0,8.56,持有,2026-03-31,105,-,-,9999.84,-796.0,9203.84,-7.96%
2026-07-14,BCE,397.0,25.17,持有,2026-03-31,105,-,-,9992.86,-1576.46,8416.4,-15.78%
2026-07-14,MPLX,180.0,55.49,持有,2026-04-01,104,-,-,9988.86,182.94,10171.8,1.83%
2026-07-14,APA,273.0,36.51,持有,2026-04-15,90,-,-,9967.87,-541.18,9426.69,-5.43%
2026-07-14,JBS,641.0,15.6,持有,2026-04-24,81,-,-,9997.72,-2414.69,7583.03,-24.15%
2026-07-14,RL,27.0,360.06,持有,2026-05-04,71,-,-,9721.63,240.56,9962.19,2.47%
2026-07-14,AGI,257.0,38.84,持有,2026-06-03,41,-,-,9982.32,-2434.23,7548.09,-24.39%
2026-07-14,ALV,82.0,121.3,持有,2026-06-17,27,-,-,9946.7,14.66,9961.36,0.15%
2026-07-14,DECK,92.0,108.11,持有,2026-06-18,26,-,-,9945.94,-138.74,9807.2,-1.39%
2026-07-14,LOGI,93.0,106.46,持有,2026-06-19,25,-,-,9900.44,-545.57,9354.87,-5.51%
2026-07-14,NTAP,64.0,154.25,持有,2026-06-23,21,-,-,9871.75,1299.45,11171.2,13.16%
2026-07-15,WU,1168.0,8.56,持有,2026-03-31,106,-,-,9999.84,-609.12,9390.72,-6.09%
2026-07-15,BCE,397.0,25.17,持有,2026-03-31,106,-,-,9992.86,-1417.66,8575.2,-14.19%
2026-07-15,MPLX,180.0,55.49,持有,2026-04-01,105,-,-,9988.86,164.94,10153.8,1.65%
2026-07-15,APA,273.0,36.51,持有,2026-04-15,91,-,-,9967.87,-612.16,9355.71,-6.14%
2026-07-15,JBS,641.0,15.6,持有,2026-04-24,82,-,-,9997.72,-2241.62,7756.1,-22.42%
2026-07-15,RL,27.0,360.06,持有,2026-05-04,72,-,-,9721.63,378.53,10100.16,3.89%
2026-07-15,AGI,257.0,38.84,持有,2026-06-03,42,-,-,9982.32,-2524.18,7458.14,-25.29%
2026-07-15,ALV,82.0,121.3,持有,2026-06-17,28,-,-,9946.7,121.26,10067.96,1.22%
2026-07-15,DECK,92.0,108.11,持有,2026-06-18,27,-,-,9945.94,-145.18,9800.76,-1.46%
2026-07-15,LOGI,93.0,106.46,持有,2026-06-19,26,-,-,9900.44,-608.81,9291.63,-6.15%
2026-07-15,NTAP,64.0,154.25,持有,2026-06-23,22,-,-,9871.75,502.65,10374.4,5.09%
2026-07-16,WU,1168.0,8.56,持有,2026-03-31,107,-,-,9999.84,-258.72,9741.12,-2.59%
2026-07-16,BCE,397.0,25.17,持有,2026-03-31,107,-,-,9992.86,-1203.28,8789.58,-12.04%
2026-07-16,MPLX,180.0,55.49,持有,2026-04-01,106,-,-,9988.86,301.74,10290.6,3.02%
2026-07-16,APA,273.0,36.51,持有,2026-04-15,92,-,-,9967.87,-609.43,9358.44,-6.11%
2026-07-16,JBS,641.0,15.6,持有,2026-04-24,83,-,-,9997.72,-2286.49,7711.23,-22.87%
2026-07-16,RL,27.0,360.06,持有,2026-05-04,73,-,-,9721.63,757.34,10478.97,7.79%
2026-07-16,AGI,257.0,38.84,持有,2026-06-03,43,-,-,9982.32,-2722.07,7260.25,-27.27%
2026-07-16,ALV,82.0,121.3,持有,2026-06-17,29,-,-,9946.7,302.48,10249.18,3.04%
2026-07-16,DECK,92.0,108.11,持有,2026-06-18,28,-,-,9945.94,84.82,10030.76,0.85%
2026-07-16,LOGI,93.0,106.46,持有,2026-06-19,27,-,-,9900.44,-573.47,9326.97,-5.79%
2026-07-16,NTAP,64.0,154.25,持有,2026-06-23,23,-,-,9871.75,348.41,10220.16,3.53%
2026-07-17,WU,1168.0,8.56,持有,2026-03-31,108,-,-,9999.84,372.0,10371.84,3.72%
2026-07-17,BCE,397.0,25.17,持有,2026-03-31,108,-,-,9992.86,-1322.38,8670.48,-13.23%
2026-07-17,MPLX,180.0,55.49,持有,2026-04-01,107,-,-,9988.86,281.94,10270.8,2.82%
2026-07-17,APA,273.0,36.51,持有,2026-04-15,93,-,-,9967.87,-352.81,9615.06,-3.54%
2026-07-17,JBS,641.0,15.6,持有,2026-04-24,84,-,-,9997.72,-2363.41,7634.31,-23.64%
2026-07-17,RL,27.0,360.06,持有,2026-05-04,74,-,-,9721.63,550.52,10272.15,5.66%
2026-07-17,AGI,257.0,38.84,持有,2026-06-03,44,-,-,9982.32,-2719.5,7262.82,-27.24%
2026-07-17,ALV,82.0,121.3,持有,2026-06-17,30,-,-,9946.7,-85.38,9861.32,-0.86%
2026-07-17,DECK,92.0,108.11,持有,2026-06-18,29,-,-,9945.94,-148.86,9797.08,-1.50%
2026-07-17,LOGI,93.0,106.46,持有,2026-06-19,28,-,-,9900.44,-337.25,9563.19,-3.41%
2026-07-17,NTAP,64.0,154.25,持有,2026-06-23,24,-,-,9871.75,616.57,10488.32,6.25%
2026-07-20,WU,1168.0,8.56,持有,2026-03-31,111,-,-,9999.84,115.04,10114.88,1.15%
2026-07-20,BCE,397.0,25.17,持有,2026-03-31,111,-,-,9992.86,-1377.96,8614.9,-13.79%
2026-07-20,MPLX,180.0,55.49,持有,2026-04-01,110,-,-,9988.86,294.54,10283.4,2.95%
2026-07-20,APA,273.0,36.51,持有,2026-04-15,96,-,-,9967.87,-456.55,9511.32,-4.58%
2026-07-20,JBS,641.0,15.6,持有,2026-04-24,87,-,-,9997.72,-2286.49,7711.23,-22.87%
2026-07-20,RL,27.0,360.06,持有,2026-05-04,77,-,-,9721.63,443.33,10164.96,4.56%
2026-07-20,AGI,257.0,38.84,持有,2026-06-03,47,-,-,9982.32,-2742.63,7239.69,-27.47%
2026-07-20,ALV,82.0,121.3,持有,2026-06-17,33,-,-,9946.7,-333.84,9612.86,-3.36%
2026-07-20,DECK,92.0,108.11,持有,2026-06-18,32,-,-,9945.94,-374.26,9571.68,-3.76%
2026-07-20,LOGI,93.0,106.46,持有,2026-06-19,31,-,-,9900.44,-434.9,9465.54,-4.39%
2026-07-20,NTAP,64.0,154.25,持有,2026-06-23,27,-,-,9871.75,442.49,10314.24,4.48%
2026-07-21,WU,1168.0,8.56,持有,2026-03-31,112,-,-,9999.84,-106.88,9892.96,-1.07%
2026-07-21,BCE,397.0,25.17,持有,2026-03-31,112,-,-,9992.86,-1397.81,8595.05,-13.99%
2026-07-21,MPLX,180.0,55.49,持有,2026-04-01,111,-,-,9988.86,179.34,10168.2,1.80%
2026-07-21,APA,273.0,36.51,持有,2026-04-15,97,-,-,9967.87,-202.66,9765.21,-2.03%
2026-07-21,JBS,641.0,15.6,持有,2026-04-24,88,-,-,9997.72,-2337.77,7659.95,-23.38%
2026-07-21,RL,27.0,360.06,持有,2026-05-04,78,-,-,9721.63,617.48,10339.11,6.35%
2026-07-21,AGI,257.0,38.84,持有,2026-06-03,48,-,-,9982.32,-2395.68,7586.64,-24.00%
2026-07-21,ALV,82.0,121.3,持有,2026-06-17,34,-,-,9946.7,-310.88,9635.82,-3.13%
2026-07-21,DECK,92.0,108.11,持有,2026-06-18,33,-,-,9945.94,-441.42,9504.52,-4.44%
2026-07-21,LOGI,93.0,106.46,持有,2026-06-19,32,-,-,9900.44,-329.81,9570.63,-3.33%
2026-07-21,NTAP,64.0,154.25,持有,2026-06-23,28,-,-,9871.75,736.89,10608.64,7.46%
